"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0015171","GO:0015171","amino acid transmembrane transporter activity","7/1481","100/18089",0.720553764483633,0.977584679823103,0.860358358269963,"SLC7A14/SLC22A4/SLC7A2/UCP2/GRIK4/SLC7A5/MFSD12",7
"GO:0019787","GO:0019787","ubiquitin-like protein transferase activity","36/1481","477/18089",0.721380828713648,0.977584679823103,0.860358358269963,"KLHL21/FBXO6/TRIM63/RNF19B/RNF144A/NEURL3/SH3RF3/HECW2/UBA7/DTX3L/HERC6/HERC5/RNF150/NEURL1B/NHLRC1/RNF39/TNFAIP3/PRKN/TRIM73/TRIM56/LONRF3/TRIM14/TRIM21/TRIM22/UBE2L6/DTX4/BIRC3/TRAF3/TRIM69/PML/RNF112/TRIM47/RNF213/RNF125/RNF152/RNF114",36
"GO:0004029","GO:0004029","aldehyde dehydrogenase (NAD+) activity","1/1481","15/18089",0.722465654768765,0.977584679823103,0.860358358269963,"ALDH1A1",1
"GO:0005005","GO:0005005","transmembrane-ephrin receptor activity","1/1481","15/18089",0.722465654768765,0.977584679823103,0.860358358269963,"EPHA6",1
"GO:0008020","GO:0008020","G protein-coupled photoreceptor activity","1/1481","15/18089",0.722465654768765,0.977584679823103,0.860358358269963,"GPR88",1
"GO:0008252","GO:0008252","nucleotidase activity","1/1481","15/18089",0.722465654768765,0.977584679823103,0.860358358269963,"NT5E",1
"GO:0010181","GO:0010181","FMN binding","1/1481","15/18089",0.722465654768765,0.977584679823103,0.860358358269963,"NOS3",1
"GO:0010484","GO:0010484","histone H3 acetyltransferase activity","1/1481","15/18089",0.722465654768765,0.977584679823103,0.860358358269963,"JADE2",1
"GO:0015556","GO:0015556","C4-dicarboxylate transmembrane transporter activity","1/1481","15/18089",0.722465654768765,0.977584679823103,0.860358358269963,"UCP2",1
"GO:0015562","GO:0015562","efflux transmembrane transporter activity","1/1481","15/18089",0.722465654768765,0.977584679823103,0.860358358269963,"ABCG2",1
"GO:0015923","GO:0015923","mannosidase activity","1/1481","15/18089",0.722465654768765,0.977584679823103,0.860358358269963,"MAN1C1",1
"GO:0015926","GO:0015926","glucosidase activity","1/1481","15/18089",0.722465654768765,0.977584679823103,0.860358358269963,"GBA2",1
"GO:0016812","GO:0016812","hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides","1/1481","15/18089",0.722465654768765,0.977584679823103,0.860358358269963,"DCLRE1B",1
"GO:0016846","GO:0016846","carbon-sulfur lyase activity","1/1481","15/18089",0.722465654768765,0.977584679823103,0.860358358269963,"ALOX5AP",1
"GO:0016863","GO:0016863","intramolecular oxidoreductase activity, transposing C=C bonds","1/1481","15/18089",0.722465654768765,0.977584679823103,0.860358358269963,"EBPL",1
"GO:0034483","GO:0034483","heparan sulfate sulfotransferase activity","1/1481","15/18089",0.722465654768765,0.977584679823103,0.860358358269963,"HS6ST2",1
"GO:0047372","GO:0047372","acylglycerol lipase activity","1/1481","15/18089",0.722465654768765,0.977584679823103,0.860358358269963,"MGLL",1
"GO:0055102","GO:0055102","lipase inhibitor activity","1/1481","15/18089",0.722465654768765,0.977584679823103,0.860358358269963,"PINLYP",1
"GO:0070402","GO:0070402","NADPH binding","1/1481","15/18089",0.722465654768765,0.977584679823103,0.860358358269963,"CBR3",1
"GO:0086008","GO:0086008","voltage-gated potassium channel activity involved in cardiac muscle cell action potential repolarization","1/1481","15/18089",0.722465654768765,0.977584679823103,0.860358358269963,"KCNJ5",1
"GO:0097027","GO:0097027","ubiquitin-protein transferase activator activity","1/1481","15/18089",0.722465654768765,0.977584679823103,0.860358358269963,"ENTREP1",1
"GO:0070888","GO:0070888","E-box binding","4/1481","59/18089",0.722521363748986,0.977584679823103,0.860358358269963,"BHLHE40/HES1/BHLHE41/SNAI1",4
"GO:0008234","GO:0008234","cysteine-type peptidase activity","13/1481","181/18089",0.728715464611264,0.97977517918188,0.862286185568207,"ZC3H12A/CTSS/CTSK/CTSO/TNFAIP3/GGH/CASP12/CASP1/USP2/LGMN/CTSH/CYLD/USP18",13
"GO:0051020","GO:0051020","GTPase binding","23/1481","312/18089",0.731413841523094,0.97977517918188,0.862286185568207,"ARHGEF16/RIMS3/CIMAP3/DOCK10/MYRIP/RHOH/DOCK2/SYTL3/PAK3/RAB11FIP1/ABCA1/NOXA1/EXPH5/LCP1/ITPKA/MTSS2/FMNL1/NGFR/MYO5B/RNF152/RIN2/SGSM1/RANGAP1",23
"GO:0008408","GO:0008408","3'-5' exonuclease activity","4/1481","60/18089",0.734755884837073,0.97977517918188,0.862286185568207,"PNPT1/NOCT/ISG20/HELZ2",4
"GO:0016836","GO:0016836","hydro-lyase activity","4/1481","60/18089",0.734755884837073,0.97977517918188,0.862286185568207,"CA8/ALOXE3/PTGIS/CYP2S1",4
"GO:0005543","GO:0005543","phospholipid binding","36/1481","482/18089",0.743718385717017,0.97977517918188,0.862286185568207,"PLEKHN1/PTAFR/RCSD1/PLA2G4A/ACTN2/NLRP3/ARAP2/PLA2G7/CGAS/SNAP91/SYTL3/ADAP1/RASA4/FRMPD4/ABCA1/PHLDA2/SYT9/PLEK2/ZFYVE26/PLCB2/PLA2G4B/RLBP1/SYT17/DOC2A/MTSS2/CPNE7/DOC2B/MYCBPAP/EPN3/CIDEA/JAG1/PLTP/UNC13A/PLA2G4C/PLEKHA4/NCF4",36
"GO:0000062","GO:0000062","fatty-acyl-CoA binding","1/1481","16/18089",0.745207071460557,0.97977517918188,0.862286185568207,"ACBD7",1
"GO:0004129","GO:0004129","cytochrome-c oxidase activity","1/1481","16/18089",0.745207071460557,0.97977517918188,0.862286185568207,"CYB5A",1
"GO:0008296","GO:0008296","3'-5'-DNA exonuclease activity","1/1481","16/18089",0.745207071460557,0.97977517918188,0.862286185568207,"ISG20",1
"GO:0008574","GO:0008574","plus-end-directed microtubule motor activity","1/1481","16/18089",0.745207071460557,0.97977517918188,0.862286185568207,"KIF17",1
"GO:0010851","GO:0010851","cyclase regulator activity","1/1481","16/18089",0.745207071460557,0.97977517918188,0.862286185568207,"RGS2",1
"GO:0016722","GO:0016722","oxidoreductase activity, acting on metal ions","1/1481","16/18089",0.745207071460557,0.97977517918188,0.862286185568207,"FTH1",1
"GO:0016805","GO:0016805","dipeptidase activity","1/1481","16/18089",0.745207071460557,0.97977517918188,0.862286185568207,"ACE",1
"GO:0019841","GO:0019841","retinol binding","1/1481","16/18089",0.745207071460557,0.97977517918188,0.862286185568207,"RLBP1",1
"GO:0022841","GO:0022841","potassium ion leak channel activity","1/1481","16/18089",0.745207071460557,0.97977517918188,0.862286185568207,"KCNK1",1
"GO:0030275","GO:0030275","LRR domain binding","1/1481","16/18089",0.745207071460557,0.97977517918188,0.862286185568207,"JDP2",1
"GO:0045125","GO:0045125","bioactive lipid receptor activity","1/1481","16/18089",0.745207071460557,0.97977517918188,0.862286185568207,"S1PR2",1
"GO:0048038","GO:0048038","quinone binding","1/1481","16/18089",0.745207071460557,0.97977517918188,0.862286185568207,"SQOR",1
"GO:0050664","GO:0050664","oxidoreductase activity, acting on NAD(P)H, oxygen as acceptor","1/1481","16/18089",0.745207071460557,0.97977517918188,0.862286185568207,"KMO",1
"GO:0070411","GO:0070411","I-SMAD binding","1/1481","16/18089",0.745207071460557,0.97977517918188,0.862286185568207,"SMAD3",1
"GO:0099507","GO:0099507","ligand-gated monoatomic ion channel activity involved in regulation of presynaptic membrane potential","1/1481","16/18089",0.745207071460557,0.97977517918188,0.862286185568207,"GRIK4",1
"GO:0051087","GO:0051087","protein-folding chaperone binding","9/1481","130/18089",0.746754975333519,0.97977517918188,0.862286185568207,"DNAJB4/HES1/SLC12A2/HLA-B/PRKN/CLU/VWF/NOD2/PTGES3L",9
"GO:0015035","GO:0015035","protein-disulfide reductase activity","2/1481","32/18089",0.749798851963631,0.97977517918188,0.862286185568207,"TXNDC5/NXN",2
"GO:0016628","GO:0016628","oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor","2/1481","32/18089",0.749798851963631,0.97977517918188,0.862286185568207,"TM7SF2/CYP2S1",2
"GO:0022884","GO:0022884","macromolecule transmembrane transporter activity","2/1481","32/18089",0.749798851963631,0.97977517918188,0.862286185568207,"ABCA1/SLC15A3",2
"GO:0030515","GO:0030515","snoRNA binding","2/1481","32/18089",0.749798851963631,0.97977517918188,0.862286185568207,"NUDT4/ISG20",2
"GO:0033764","GO:0033764","steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor","2/1481","32/18089",0.749798851963631,0.97977517918188,0.862286185568207,"HSD11B1/HSD17B2",2
"GO:0070717","GO:0070717","poly-purine tract binding","2/1481","32/18089",0.749798851963631,0.97977517918188,0.862286185568207,"PNPT1/PATL1",2
"GO:0001784","GO:0001784","phosphotyrosine residue binding","3/1481","47/18089",0.751538223615468,0.980804947528542,0.863192470028693,"SHE/IRS1/SHF",3
"GO:0043178","GO:0043178","alcohol binding","6/1481","90/18089",0.756071807394068,0.982381670280634,0.864580121274089,"ADAP1/PTCH1/ABCA1/TRPC4/RLBP1/NPC1",6
"GO:0005507","GO:0005507","copper ion binding","4/1481","62/18089",0.757995458244857,0.982381670280634,0.864580121274089,"IL1A/MOXD1/P2RX4/LACC1",4
"GO:0060590","GO:0060590","ATPase regulator activity","3/1481","48/18089",0.764249413190027,0.982381670280634,0.864580121274089,"DNAJB4/ATP1B1/FXYD2",3
"GO:0051427","GO:0051427","hormone receptor binding","2/1481","33/18089",0.764991759357273,0.982381670280634,0.864580121274089,"SOCS2/JAK3",2
"GO:0090482","GO:0090482","vitamin transmembrane transporter activity","2/1481","33/18089",0.764991759357273,0.982381670280634,0.864580121274089,"ABCG2/SLC2A6",2
"GO:0004030","GO:0004030","aldehyde dehydrogenase [NAD(P)+] activity","1/1481","17/18089",0.766086190985092,0.982381670280634,0.864580121274089,"ALDH1A1",1
"GO:0004970","GO:0004970","glutamate-gated receptor activity","1/1481","17/18089",0.766086190985092,0.982381670280634,0.864580121274089,"GRIK4",1
"GO:0005068","GO:0005068","transmembrane receptor protein tyrosine kinase adaptor activity","1/1481","17/18089",0.766086190985092,0.982381670280634,0.864580121274089,"IRS1",1
"GO:0008429","GO:0008429","phosphatidylethanolamine binding","1/1481","17/18089",0.766086190985092,0.982381670280634,0.864580121274089,"PLTP",1
"GO:0009881","GO:0009881","photoreceptor activity","1/1481","17/18089",0.766086190985092,0.982381670280634,0.864580121274089,"GPR88",1
"GO:0031489","GO:0031489","myosin V binding","1/1481","17/18089",0.766086190985092,0.982381670280634,0.864580121274089,"RAB3C",1
"GO:0032183","GO:0032183","SUMO binding","1/1481","17/18089",0.766086190985092,0.982381670280634,0.864580121274089,"PML",1
"GO:0034185","GO:0034185","apolipoprotein binding","1/1481","17/18089",0.766086190985092,0.982381670280634,0.864580121274089,"ABCA1",1
"GO:0046965","GO:0046965","nuclear retinoid X receptor binding","1/1481","17/18089",0.766086190985092,0.982381670280634,0.864580121274089,"ARID5A",1
"GO:0000287","GO:0000287","magnesium ion binding","16/1481","227/18089",0.769489735058493,0.985520393596654,0.867342466976687,"TSSK3/PRKACB/ADCY10/NUAK2/SNRK/ADPRH/PLSCR1/ATP8A1/ATP10B/GEM/PDE2A/MAP3K8/ATP10A/ATP8B4/LOC102724428/PDXK",16
"GO:0090079","GO:0090079","translation regulator activity, nucleic acid binding","7/1481","106/18089",0.774662423518364,0.989729022680489,0.871046421512667,"PAIP2B/CPEB4/GTPBP2/EIF4B/ZNF540/EIF3L/GTPBP1",7
"GO:0004674","GO:0004674","protein serine/threonine kinase activity","31/1481","425/18089",0.776220812263578,0.989729022680489,0.871046421512667,"TSSK3/PRKACB/NUAK2/CDK18/IKBKE/EIF2AK2/SPEG/DCLK3/SNRK/MYLK/BMPR1B/MAP3K1/TTBK1/SGK1/CAMK2B/EGFR/CDK6/PAK3/RIPK2/ANKK1/MASTL/MAP3K8/KSR2/DCLK1/ITPKA/MAP2K6/MYLK2/LMTK3/SBK3/AURKC/LOC102724428",31
"GO:0046982","GO:0046982","protein heterodimerization activity","24/1481","335/18089",0.782295838606754,0.989729022680489,0.871046421512667,"H2BC18/H2BC21/ATP1B1/ATF3/H2BC26/DGKD/BHLHE40/IRAK2/IL12A/ADRA1B/TUBB2B/H2BC4/H2BC5/H2BC8/H2BC12/PDGFA/ABTB2/BHLHE41/NR4A1/ABTB3/JDP2/BDKRB2/BCL2A1/BCL2",24
"GO:0022853","GO:0022853","active monoatomic ion transmembrane transporter activity","17/1481","243/18089",0.784783974301191,0.989729022680489,0.871046421512667,"SLC30A2/MFSD2A/ATP1B1/SLC8A1/SLC12A8/ATP13A4/ATP13A3/ATP8A1/SLC4A4/SLC12A2/SLC26A4/ATP6V0A4/ATP6V1B2/SLC15A3/SLC6A4/CYB5A/SLC8A2",17
"GO:0003756","GO:0003756","protein disulfide isomerase activity","1/1481","18/18089",0.785255422456489,0.989729022680489,0.871046421512667,"TXNDC5",1
"GO:0008301","GO:0008301","DNA binding, bending","1/1481","18/18089",0.785255422456489,0.989729022680489,0.871046421512667,"HMGA2",1
"GO:0015172","GO:0015172","acidic amino acid transmembrane transporter activity","1/1481","18/18089",0.785255422456489,0.989729022680489,0.871046421512667,"UCP2",1
"GO:0016864","GO:0016864","intramolecular oxidoreductase activity, transposing S-S bonds","1/1481","18/18089",0.785255422456489,0.989729022680489,0.871046421512667,"TXNDC5",1
"GO:0016894","GO:0016894","endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 3'-phosphomonoesters","1/1481","18/18089",0.785255422456489,0.989729022680489,0.871046421512667,"RNASE1",1
"GO:0035615","GO:0035615","clathrin adaptor activity","1/1481","18/18089",0.785255422456489,0.989729022680489,0.871046421512667,"STON1",1
"GO:0098641","GO:0098641","cadherin binding involved in cell-cell adhesion","1/1481","18/18089",0.785255422456489,0.989729022680489,0.871046421512667,"KRT18",1
"GO:0140036","GO:0140036","ubiquitin-dependent protein binding","1/1481","18/18089",0.785255422456489,0.989729022680489,0.871046421512667,"SQSTM1",1
"GO:0140994","GO:0140994","RNA polymerase II CTD heptapeptide repeat modifying activity","1/1481","18/18089",0.785255422456489,0.989729022680489,0.871046421512667,"CTDSPL",1
"GO:0016922","GO:0016922","nuclear receptor binding","9/1481","136/18089",0.792175458431205,0.990489372935874,0.871715594946882,"ARID5A/STAT1/NR1I2/ZNF366/NKX3-1/NR4A3/NR4A1/OASL/SMAD3",9
"GO:0004869","GO:0004869","cysteine-type endopeptidase inhibitor activity","2/1481","35/18089",0.792982264255903,0.990489372935874,0.871715594946882,"CST4/CST1",2
"GO:0016229","GO:0016229","steroid dehydrogenase activity","2/1481","35/18089",0.792982264255903,0.990489372935874,0.871715594946882,"HSD11B1/HSD17B2",2
"GO:0016776","GO:0016776","phosphotransferase activity, phosphate group as acceptor","2/1481","35/18089",0.792982264255903,0.990489372935874,0.871715594946882,"AK5/CMPK2",2
"GO:0022829","GO:0022829","wide pore channel activity","2/1481","35/18089",0.792982264255903,0.990489372935874,0.871715594946882,"GJA4/PANX1",2
"GO:0000339","GO:0000339","RNA cap binding","1/1481","19/18089",0.802854709675898,0.990489372935874,0.871715594946882,"IFIT5",1
"GO:0004303","GO:0004303","estradiol 17-beta-dehydrogenase [NAD(P)] activity","1/1481","19/18089",0.802854709675898,0.990489372935874,0.871715594946882,"HSD17B2",1
"GO:0004675","GO:0004675","transmembrane receptor protein serine/threonine kinase activity","1/1481","19/18089",0.802854709675898,0.990489372935874,0.871715594946882,"BMPR1B",1
"GO:0004890","GO:0004890","GABA-A receptor activity","1/1481","19/18089",0.802854709675898,0.990489372935874,0.871715594946882,"GABRP",1
"GO:0010314","GO:0010314","phosphatidylinositol-5-phosphate binding","1/1481","19/18089",0.802854709675898,0.990489372935874,0.871715594946882,"PLA2G4A",1
"GO:0015174","GO:0015174","basic amino acid transmembrane transporter activity","1/1481","19/18089",0.802854709675898,0.990489372935874,0.871715594946882,"SLC7A2",1
"GO:0016918","GO:0016918","retinal binding","1/1481","19/18089",0.802854709675898,0.990489372935874,0.871715594946882,"RLBP1",1
"GO:0019211","GO:0019211","phosphatase activator activity","1/1481","19/18089",0.802854709675898,0.990489372935874,0.871715594946882,"BMP2",1
"GO:0042800","GO:0042800","histone H3K4 methyltransferase activity","1/1481","19/18089",0.802854709675898,0.990489372935874,0.871715594946882,"SETBP1",1
"GO:0120227","GO:0120227","acyl-CoA binding","1/1481","19/18089",0.802854709675898,0.990489372935874,0.871715594946882,"ACBD7",1
"GO:0140312","GO:0140312","cargo adaptor activity","1/1481","19/18089",0.802854709675898,0.990489372935874,0.871715594946882,"STON1",1
"GO:1990380","GO:1990380","K48-linked deubiquitinase activity","1/1481","19/18089",0.802854709675898,0.990489372935874,0.871715594946882,"CYLD",1
"GO:0005254","GO:0005254","chloride channel activity","5/1481","81/18089",0.80315142170164,0.990489372935874,0.871715594946882,"GABRP/ANO9/BEST1/ANO2/APOL1",5
"GO:0005231","GO:0005231","excitatory extracellular ligand-gated monoatomic ion channel activity","2/1481","36/18089",0.80584121972507,0.992619232421203,0.87359005395587,"P2RX7/P2RX4",2
"GO:0002039","GO:0002039","p53 binding","4/1481","67/18089",0.809161079631512,0.995519180310368,0.876142256804878,"TP63/MSX1/ANKRD1/RNF125",4
"GO:0005484","GO:0005484","SNAP receptor activity","2/1481","37/18089",0.817983999011543,0.999372320464761,0.879533350595359,"STX11/SNAP25",2
"GO:0015605","GO:0015605","organophosphate ester transmembrane transporter activity","2/1481","37/18089",0.817983999011543,0.999372320464761,0.879533350595359,"MFSD2A/SLC37A1",2
"GO:0004521","GO:0004521","RNA endonuclease activity","4/1481","68/18089",0.81825884464296,0.999372320464761,0.879533350595359,"ZC3H12A/PIWIL4/ZC3H12C/RNASE1",4
"GO:0016408","GO:0016408","C-acyltransferase activity","1/1481","20/18089",0.819012550017347,0.999372320464761,0.879533350595359,"ACSM3",1
"GO:0031418","GO:0031418","L-ascorbic acid binding","1/1481","20/18089",0.819012550017347,0.999372320464761,0.879533350595359,"P4HA2",1
"GO:0051787","GO:0051787","misfolded protein binding","1/1481","20/18089",0.819012550017347,0.999372320464761,0.879533350595359,"CLU",1
"GO:0008135","GO:0008135","translation factor activity, RNA binding","5/1481","83/18089",0.819899873040194,0.999372320464761,0.879533350595359,"CPEB4/GTPBP2/EIF4B/EIF3L/GTPBP1",5
"GO:0015485","GO:0015485","cholesterol binding","3/1481","53/18089",0.820047510294072,0.999372320464761,0.879533350595359,"PTCH1/ABCA1/NPC1",3
"GO:0015036","GO:0015036","disulfide oxidoreductase activity","2/1481","38/18089",0.829441585122723,0.999999999999987,0.880085762417672,"TXNDC5/NXN",2
"GO:0003841","GO:0003841","1-acylglycerol-3-phosphate O-acyltransferase activity","1/1481","21/18089",0.833846930083998,0.999999999999987,0.880085762417672,"LPCAT2",1
"GO:0004407","GO:0004407","histone deacetylase activity","1/1481","21/18089",0.833846930083998,0.999999999999987,0.880085762417672,"HDAC9",1
"GO:0005243","GO:0005243","gap junction channel activity","1/1481","21/18089",0.833846930083998,0.999999999999987,0.880085762417672,"GJA4",1
"GO:0008171","GO:0008171","O-methyltransferase activity","1/1481","21/18089",0.833846930083998,0.999999999999987,0.880085762417672,"CMTR1",1
"GO:0019200","GO:0019200","carbohydrate kinase activity","1/1481","21/18089",0.833846930083998,0.999999999999987,0.880085762417672,"PFKFB3",1
"GO:1990381","GO:1990381","ubiquitin-specific protease binding","1/1481","21/18089",0.833846930083998,0.999999999999987,0.880085762417672,"PRKN",1
"GO:0106310","GO:0106310","protein serine kinase activity","25/1481","361/18089",0.836538299935605,0.999999999999987,0.880085762417672,"TSSK3/PRKACB/NUAK2/CDK18/EIF2AK2/SPEG/DCLK3/SNRK/MAP3K1/TTBK1/SGK1/CAMK2B/CDK6/PAK3/RIPK2/ANKK1/MASTL/MAP3K8/KSR2/DCLK1/MAP2K6/LMTK3/SBK3/AURKC/LOC102724428",25
"GO:0031072","GO:0031072","heat shock protein binding","8/1481","129/18089",0.83846151634267,0.999999999999987,0.880085762417672,"GBP1/GUCY1B1/SLC12A2/PRKN/ITGAM/NOD2/PTGES3L/ZFP36",8
"GO:0140299","GO:0140299","small molecule sensor activity","2/1481","39/18089",0.840244691707086,0.999999999999987,0.880085762417672,"NLRP3/GCKR",2
"GO:0016651","GO:0016651","oxidoreductase activity, acting on NAD(P)H","5/1481","86/18089",0.842848042093512,0.999999999999987,0.880085762417672,"KMO/CYB5R2/AIFM2/AIFM3/CBR3",5
"GO:0008649","GO:0008649","rRNA methyltransferase activity","1/1481","22/18089",0.847466184929338,0.999999999999987,0.880085762417672,"NSUN5",1
"GO:0010485","GO:0010485","histone H4 acetyltransferase activity","1/1481","22/18089",0.847466184929338,0.999999999999987,0.880085762417672,"JADE2",1
"GO:0015464","GO:0015464","acetylcholine receptor activity","1/1481","22/18089",0.847466184929338,0.999999999999987,0.880085762417672,"CHRM4",1
"GO:0016881","GO:0016881","acid-amino acid ligase activity","1/1481","22/18089",0.847466184929338,0.999999999999987,0.880085762417672,"TTLL6",1
"GO:0030021","GO:0030021","extracellular matrix structural constituent conferring compression resistance","1/1481","22/18089",0.847466184929338,0.999999999999987,0.880085762417672,"BGN",1
"GO:0031683","GO:0031683","G-protein beta/gamma-subunit complex binding","1/1481","22/18089",0.847466184929338,0.999999999999987,0.880085762417672,"PLCB2",1
"GO:0033558","GO:0033558","protein lysine deacetylase activity","1/1481","22/18089",0.847466184929338,0.999999999999987,0.880085762417672,"HDAC9",1
"GO:0042171","GO:0042171","lysophosphatidic acid acyltransferase activity","1/1481","22/18089",0.847466184929338,0.999999999999987,0.880085762417672,"LPCAT2",1
"GO:0050321","GO:0050321","tau-protein kinase activity","1/1481","22/18089",0.847466184929338,0.999999999999987,0.880085762417672,"TTBK1",1
"GO:0070034","GO:0070034","telomerase RNA binding","1/1481","22/18089",0.847466184929338,0.999999999999987,0.880085762417672,"XRN1",1
"GO:0071617","GO:0071617","lysophospholipid acyltransferase activity","1/1481","22/18089",0.847466184929338,0.999999999999987,0.880085762417672,"LPCAT2",1
"GO:0001727","GO:0001727","lipid kinase activity","2/1481","40/18089",0.850423599549584,0.999999999999987,0.880085762417672,"DGKD/DGKG",2
"GO:0005547","GO:0005547","phosphatidylinositol-3,4,5-trisphosphate binding","2/1481","40/18089",0.850423599549584,0.999999999999987,0.880085762417672,"ARAP2/ADAP1",2
"GO:0050997","GO:0050997","quaternary ammonium group binding","2/1481","40/18089",0.850423599549584,0.999999999999987,0.880085762417672,"ABCA1/PLTP",2
"GO:0003684","GO:0003684","damaged DNA binding","4/1481","73/18089",0.858521070601209,0.999999999999987,0.880085762417672,"DCLRE1B/TP63/NBN/NEIL1",4
"GO:0005230","GO:0005230","extracellular ligand-gated monoatomic ion channel activity","4/1481","73/18089",0.858521070601209,0.999999999999987,0.880085762417672,"GABRP/GRIK4/P2RX7/P2RX4",4
"GO:0005212","GO:0005212","structural constituent of eye lens","1/1481","23/18089",0.859969787083522,0.999999999999987,0.880085762417672,"BFSP1",1
"GO:0035255","GO:0035255","ionotropic glutamate receptor binding","1/1481","23/18089",0.859969787083522,0.999999999999987,0.880085762417672,"SQSTM1",1
"GO:0140102","GO:0140102","catalytic activity, acting on a rRNA","1/1481","23/18089",0.859969787083522,0.999999999999987,0.880085762417672,"NSUN5",1
"GO:0019205","GO:0019205","nucleobase-containing compound kinase activity","2/1481","41/18089",0.860008021611475,0.999999999999987,0.880085762417672,"AK5/CMPK2",2
"GO:0048487","GO:0048487","beta-tubulin binding","2/1481","41/18089",0.860008021611475,0.999999999999987,0.880085762417672,"CIMAP3/RGS2",2
"GO:0035091","GO:0035091","phosphatidylinositol binding","18/1481","274/18089",0.865089600793955,0.999999999999987,0.880085762417672,"PLEKHN1/RCSD1/PLA2G4A/ACTN2/NLRP3/ARAP2/CGAS/SNAP91/ADAP1/FRMPD4/PHLDA2/SYT9/PLEK2/ZFYVE26/RLBP1/MTSS2/PLEKHA4/NCF4",18
"GO:0015175","GO:0015175","neutral L-amino acid transmembrane transporter activity","2/1481","42/18089",0.869026993041664,0.999999999999987,0.880085762417672,"SLC7A5/MFSD12",2
"GO:0140938","GO:0140938","histone H3 methyltransferase activity","2/1481","42/18089",0.869026993041664,0.999999999999987,0.880085762417672,"PRDM8/SETBP1",2
"GO:0000030","GO:0000030","mannosyltransferase activity","1/1481","24/18089",0.87144907111592,0.999999999999987,0.880085762417672,"DPY19L2",1
"GO:0004806","GO:0004806","triglyceride lipase activity","1/1481","24/18089",0.87144907111592,0.999999999999987,0.880085762417672,"LIPG",1
"GO:0005385","GO:0005385","zinc ion transmembrane transporter activity","1/1481","24/18089",0.87144907111592,0.999999999999987,0.880085762417672,"SLC30A2",1
"GO:0008139","GO:0008139","nuclear localization sequence binding","1/1481","24/18089",0.87144907111592,0.999999999999987,0.880085762417672,"NFKBIA",1
"GO:0015295","GO:0015295","solute:proton symporter activity","1/1481","24/18089",0.87144907111592,0.999999999999987,0.880085762417672,"SLC15A3",1
"GO:0050750","GO:0050750","low-density lipoprotein particle receptor binding","1/1481","24/18089",0.87144907111592,0.999999999999987,0.880085762417672,"CLU",1
"GO:0045309","GO:0045309","protein phosphorylated amino acid binding","3/1481","59/18089",0.871769276616516,0.999999999999987,0.880085762417672,"SHE/IRS1/SHF",3
"GO:0003707","GO:0003707","nuclear steroid receptor activity","1/1481","25/18089",0.881987898997311,0.999999999999987,0.880085762417672,"NR4A3",1
"GO:0008157","GO:0008157","protein phosphatase 1 binding","1/1481","25/18089",0.881987898997311,0.999999999999987,0.880085762417672,"SMTNL1",1
"GO:0034237","GO:0034237","protein kinase A regulatory subunit binding","1/1481","25/18089",0.881987898997311,0.999999999999987,0.880085762417672,"WASF3",1
"GO:0051139","GO:0051139","metal cation:proton antiporter activity","1/1481","25/18089",0.881987898997311,0.999999999999987,0.880085762417672,"SLC30A2",1
"GO:0003925","GO:0003925","G protein activity","2/1481","44/18089",0.885480825323785,0.999999999999987,0.880085762417672,"GBP1/RASL10B",2
"GO:0004864","GO:0004864","protein phosphatase inhibitor activity","2/1481","44/18089",0.885480825323785,0.999999999999987,0.880085762417672,"ELFN1/PPP1R14A",2
"GO:0019894","GO:0019894","kinesin binding","2/1481","44/18089",0.885480825323785,0.999999999999987,0.880085762417672,"CIMAP3/CLSTN2",2
"GO:0051539","GO:0051539","4 iron, 4 sulfur cluster binding","2/1481","44/18089",0.885480825323785,0.999999999999987,0.880085762417672,"RSAD2/CDKAL1",2
"GO:0005253","GO:0005253","monoatomic anion channel activity","5/1481","93/18089",0.887106719210982,0.999999999999987,0.880085762417672,"GABRP/ANO9/BEST1/ANO2/APOL1",5
"GO:0004190","GO:0004190","aspartic-type endopeptidase activity","1/1481","26/18089",0.891663271095682,0.999999999999987,0.880085762417672,"PSEN2",1
"GO:0042974","GO:0042974","nuclear retinoic acid receptor binding","1/1481","26/18089",0.891663271095682,0.999999999999987,0.880085762417672,"ARID5A",1
"GO:0050681","GO:0050681","nuclear androgen receptor binding","1/1481","26/18089",0.891663271095682,0.999999999999987,0.880085762417672,"ARID5A",1
"GO:0016410","GO:0016410","N-acyltransferase activity","5/1481","94/18089",0.892464644065379,0.999999999999987,0.880085762417672,"JADE2/SAT1/PLAAT4/AANAT/CERS4",5
"GO:0140104","GO:0140104","molecular carrier activity","5/1481","94/18089",0.892464644065379,0.999999999999987,0.880085762417672,"MYD88/IPCEF1/CLU/JDP2/CYGB",5
"GO:0015370","GO:0015370","solute:sodium symporter activity","4/1481","79/18089",0.896553176269601,0.999999999999987,0.880085762417672,"MFSD2A/SLC4A4/SLC12A2/SLC6A4",4
