gene,p_val,avg_logFC,pct.1,pct.2,p_val_adj,delta.pct
MKLN1,0.000172403,0.09037209,0.333,0.173,1,0.16
FLOT1,0.000172452,0.159476262,0.585,0.398,1,0.187
GABARAPL1,0.000172942,-0.050590634,0.692,0.469,1,0.223
TSG101,0.000173292,-0.090628342,0.358,0.193,1,0.165
YWHAE,0.000175012,0.046809149,0.818,0.559,1,0.259
YWHAZ,0.000175321,0.167798828,0.597,0.39,1,0.207
HIBCH,0.000177609,0.013876333,0.214,0.083,1,0.131
NDUFA4,0.000178716,-0.067637302,0.811,0.559,1,0.252
BRD2,0.000178854,0.149740868,0.805,0.535,1,0.27
NOL11,0.000179397,0.072368589,0.264,0.126,1,0.138
SDF2L1,0.000180242,-0.038644439,0.528,0.327,1,0.201
BLCAP,0.000180403,0.192228384,0.296,0.146,1,0.15
TCEB2,0.000180449,-0.214754561,0.78,0.5,1,0.28
NAA50,0.000181482,0.067522733,0.358,0.197,1,0.161
SRP68,0.000182205,0.00229645,0.27,0.126,1,0.144
COPZ1,0.000182671,-0.034588476,0.396,0.232,1,0.164
POLR2F,0.000182952,-0.011348475,0.434,0.264,1,0.17
METTL9,0.000183543,0.031454348,0.572,0.366,1,0.206
WDR73,0.000183963,0.1329049,0.132,0.035,1,0.097
C9orf16,0.000184919,-0.16754856,0.66,0.417,1,0.243
CHD4,0.000185508,0.142325608,0.453,0.283,1,0.17
OFD1,0.000186559,0.044780394,0.296,0.146,1,0.15
AKAP17A,0.000187749,0.20954938,0.371,0.205,1,0.166
DNAJC18,0.000188838,0.148376692,0.233,0.098,1,0.135
ACACB,0.000189961,0.11388865,0.119,0.028,1,0.091
TSR2,0.000191251,0.003454295,0.352,0.185,1,0.167
SND1,0.000191772,0.165342495,0.302,0.161,1,0.141
DDX27,0.000193231,0.131220889,0.296,0.15,1,0.146
HIVEP2,0.000194099,0.158893706,0.252,0.114,1,0.138
KDR,0.000195054,0.107337346,0.421,0.248,1,0.173
MOB1A,0.000195236,-0.035830658,0.459,0.283,1,0.176
SNRPB,0.000195579,-0.071578617,0.742,0.472,1,0.27
MZT2A,0.000196324,0.025990847,0.321,0.165,1,0.156
SELM,0.000196531,0.134582206,0.73,0.469,1,0.261
TMEM44,0.000198393,0.023724233,0.239,0.102,1,0.137
TCFL5,0.000204235,0.071246174,0.132,0.035,1,0.097
TCEA1,0.000204427,0.07278513,0.403,0.228,1,0.175
BRIX1,0.000204457,0.132690488,0.264,0.126,1,0.138
PKIG,0.000205336,-0.64112504,0.27,0.406,1,-0.136
TAF9B,0.000206284,0.084310951,0.157,0.051,1,0.106
FHL3,0.000207756,-0.338057072,0.05,0.173,1,-0.123
PSMA1,0.000208108,0.128924544,0.642,0.402,1,0.24
BAZ1A,0.000208469,0.124312864,0.509,0.319,1,0.19
HEXB,0.000210893,0.054759228,0.503,0.315,1,0.188
IVNS1ABP,0.000212194,-0.616904331,0.27,0.413,1,-0.143
AQP3,0.000212634,-0.374539815,0.05,0.173,1,-0.123
ERGIC2,0.000213258,-0.003583578,0.333,0.173,1,0.16
ADSL,0.000214911,0.1308441,0.245,0.106,1,0.139
TGOLN2,0.000217098,0.012855545,0.547,0.346,1,0.201
CRTC3,0.000219957,0.181811233,0.233,0.102,1,0.131
PPAP2C,0.000220623,-0.185805127,0.119,0.268,1,-0.149
RALGAPA2,0.000221459,0.10559431,0.34,0.185,1,0.155
XBP1,0.000222816,0.111638326,0.774,0.5,1,0.274
NACC2,0.000223551,-0.231984745,0.057,0.181,1,-0.124
SHROOM4,0.000224126,0.157824755,0.352,0.201,1,0.151
ITM2A,0.00022414,-0.80342303,0.774,0.646,1,0.128
ZNF426,0.000226943,0.116609458,0.138,0.039,1,0.099
TGIF2,0.000227336,0.139049793,0.214,0.087,1,0.127
BOD1L1,0.00022833,0.117203459,0.421,0.24,1,0.181
LRG1,0.000228677,0.170080208,0.17,0.059,1,0.111
ASRGL1,0.000229656,-0.421438901,0.182,0.335,1,-0.153
PPP2R5E,0.000229813,0.009503796,0.346,0.185,1,0.161
ABLIM3,0.000229949,0.085166409,0.195,0.075,1,0.12
NUP153,0.000232336,0.092008026,0.239,0.106,1,0.133
NDUFA5,0.00023314,-0.018868454,0.453,0.276,1,0.177
UBE2M,0.000234342,0.127200353,0.447,0.264,1,0.183
SH3GLB1,0.000236083,-0.192842508,0.591,0.362,1,0.229
HNRNPF,0.000236164,-0.096055163,0.767,0.5,1,0.267
APH1A,0.000236541,0.152192515,0.459,0.283,1,0.176
TXNL4B,0.000237715,0.099465264,0.126,0.031,1,0.095
ARPP19,0.000242606,-0.107270221,0.453,0.264,1,0.189
OARD1,0.000243089,0.11216198,0.283,0.142,1,0.141
FAM228B,0.000243545,0.230743863,0.157,0.051,1,0.106
CUEDC2,0.000243755,0.04342057,0.371,0.205,1,0.166
PPP1R3C,0.000246319,0.112304808,0.182,0.067,1,0.115
FHL2,0.000248319,0.121683979,0.145,0.043,1,0.102
PAQR3,0.000249679,0.139440297,0.164,0.055,1,0.109
HNRNPR,0.000250821,-0.066939962,0.509,0.331,1,0.178
DPP8,0.00025117,0.105562068,0.233,0.102,1,0.131
ABCC4,0.000251294,0.134625524,0.164,0.055,1,0.109
NGDN,0.000251956,-0.014277865,0.346,0.185,1,0.161
EIF4EBP1,0.00025252,0.143837947,0.195,0.075,1,0.12
DIXDC1,0.000252649,0.021482741,0.119,0.028,1,0.091
CCT3,0.000253305,0.018157832,0.553,0.346,1,0.207
SYS1,0.000253682,0.08298003,0.277,0.138,1,0.139
AK1,0.000255561,0.13179059,0.403,0.236,1,0.167
TMED2,0.000255601,0.04890238,0.553,0.366,1,0.187
ARHGAP31,0.000256534,0.036256131,0.233,0.102,1,0.131
EPHA4,0.000256753,-0.248165342,0.107,0.244,1,-0.137
TXNDC17,0.000257112,0.044589847,0.403,0.248,1,0.155
LAMB1,0.000258574,0.119781042,0.27,0.13,1,0.14
RPS6,0.000258729,0.077279293,0.987,0.882,1,0.105
RWDD1,0.00026236,0.048905974,0.453,0.291,1,0.162
NEBL,0.000264412,-0.244776685,0.038,0.154,1,-0.116
HNRNPUL1,0.000265492,0.030835866,0.346,0.185,1,0.161
MEDAG,0.000266113,0.065043828,0.195,0.075,1,0.12
SNCA,0.000266415,-0.057987621,0.132,0.035,1,0.097
CCDC68,0.00026681,0.232660014,0.289,0.154,1,0.135
C1orf86,0.000266929,0.073558823,0.384,0.224,1,0.16
TMF1,0.000268288,0.073591142,0.403,0.228,1,0.175
SRSF3,0.000268617,0.160112769,0.824,0.528,1,0.296
GPR146,0.000269068,-0.416409345,0.113,0.256,1,-0.143
CHMP2A,0.000271118,-0.211609617,0.654,0.413,1,0.241
MMP24-AS1,0.000271513,0.191651514,0.346,0.193,1,0.153
MED16,0.000271569,0.009098315,0.214,0.091,1,0.123
MYO5A,0.000271705,0.056225484,0.145,0.043,1,0.102
AATF,0.00027225,0.152562232,0.289,0.146,1,0.143
MAGOH,0.000272696,0.074435206,0.522,0.339,1,0.183
GNS,0.000274163,0.178230381,0.44,0.28,1,0.16
USP14,0.000276025,0.044708239,0.308,0.161,1,0.147
USF2,0.000276439,0.065380173,0.321,0.173,1,0.148
CTC-444N24.11,0.000276933,0.062299245,0.321,0.169,1,0.152
ADAM15,0.000278019,0.215429826,0.572,0.39,1,0.182
NIPBL,0.000278082,0.059397236,0.465,0.291,1,0.174
PPP3CA,0.00027818,0.121302023,0.409,0.256,1,0.153
NIFK,0.000278545,0.223177923,0.27,0.134,1,0.136
RGS2,0.000278958,-0.007364337,0.447,0.28,1,0.167
FKBP8,0.000280782,-0.096628693,0.509,0.307,1,0.202
COPE,0.000281625,0.013480154,0.604,0.39,1,0.214
KIFC3,0.000282376,0.162697661,0.264,0.13,1,0.134
MDM4,0.000283284,0.142585301,0.277,0.138,1,0.139
TSPAN9,0.000284529,0.097080211,0.371,0.209,1,0.162
PCF11,0.000285618,0.048978668,0.503,0.299,1,0.204
ZC2HC1A,0.000290394,0.122957129,0.182,0.071,1,0.111
COMMD10,0.000290611,0.07249179,0.27,0.13,1,0.14
STXBP3,0.000291383,0.222390038,0.264,0.126,1,0.138
ARL16,0.000291494,-0.030720915,0.308,0.161,1,0.147
GALNT10,0.000293109,0.07544914,0.164,0.055,1,0.109
POU3F1,0.000293142,0.270924916,0.201,0.083,1,0.118
COX5B,0.000298776,-0.065094535,0.748,0.472,1,0.276
HMBOX1,0.000300778,0.155714411,0.245,0.114,1,0.131
RPL7L1,0.000301376,0.002474321,0.421,0.244,1,0.177
DNAJA2,0.000301892,0.042158097,0.396,0.232,1,0.164
ATP5C1,0.000302892,-0.079884468,0.591,0.378,1,0.213
BCKDHB,0.000303614,0.082811667,0.107,0.024,1,0.083
GOLGB1,0.00030405,0.098544704,0.572,0.366,1,0.206
ECHS1,0.000305051,0.01789441,0.409,0.248,1,0.161
EPRS,0.000306668,0.015680247,0.409,0.232,1,0.177
NUDCD2,0.000306771,-0.081346075,0.365,0.213,1,0.152
FBXO18,0.000307398,0.025736219,0.296,0.15,1,0.146
ABLIM1,0.000307992,0.052543028,0.365,0.209,1,0.156
ZNF181,0.000308646,0.086526203,0.107,0.024,1,0.083
NDUFB4,0.000309122,-0.077411542,0.61,0.402,1,0.208
WDR43,0.000312003,0.167021184,0.308,0.165,1,0.143
CHRAC1,0.000313527,0.206427599,0.239,0.11,1,0.129
LIMS1,0.000315335,-0.096189054,0.535,0.35,1,0.185
SF3B4,0.000315611,0.05510028,0.302,0.157,1,0.145
NDUFAF3,0.000315928,0.158052676,0.465,0.28,1,0.185
CEPT1,0.000316548,0.090476641,0.113,0.028,1,0.085
TRAPPC4,0.000317074,-0.096053137,0.428,0.252,1,0.176
ERGIC3,0.00031836,0.177886098,0.434,0.26,1,0.174
DAAM1,0.000318572,0.163570145,0.264,0.134,1,0.13
DUSP18,0.000318923,0.09444281,0.17,0.059,1,0.111
NOP16,0.000319516,0.152816585,0.258,0.126,1,0.132
ARAP1,0.000321569,0.164556057,0.107,0.024,1,0.083
TTC28,0.000321639,0.141764316,0.239,0.11,1,0.129
RASSF8,0.000322167,0.144934013,0.289,0.146,1,0.143
SP100,0.000328159,0.004473618,0.597,0.406,1,0.191
HMGA1,0.000329319,0.055120774,0.503,0.335,1,0.168
COMMD1,0.000329439,0.084178265,0.321,0.169,1,0.152
DYNC2H1,0.000329564,0.111395792,0.107,0.024,1,0.083
CMPK1,0.000330576,0.101006116,0.528,0.331,1,0.197
FGFR1OP2,0.000330576,0.087529689,0.528,0.331,1,0.197
ZNF770,0.000331099,0.082241565,0.226,0.098,1,0.128
NR1D1,0.000331933,0.078847476,0.384,0.22,1,0.164
UBP1,0.000337285,0.058701952,0.201,0.083,1,0.118
CARS2,0.000338169,0.086188431,0.17,0.063,1,0.107
SPARCL1,0.000340968,-0.511518192,0.943,0.791,1,0.152
GPAA1,0.000341024,0.136052277,0.333,0.181,1,0.152
PDAP1,0.000343762,-0.049933907,0.491,0.307,1,0.184
DNAJB11,0.000343944,-0.012673608,0.566,0.37,1,0.196
CCNG1,0.000345606,-0.03602715,0.302,0.157,1,0.145
NSMCE1,0.000351289,-0.032019659,0.296,0.15,1,0.146
SLC39A13,0.000352136,-0.000188183,0.258,0.118,1,0.14
NABP2,0.000352651,0.041593836,0.226,0.098,1,0.128
GPR4,0.000353793,-0.30557915,0.094,0.236,1,-0.142
ZSCAN18,0.000358538,-0.017602313,0.358,0.213,1,0.145
OAT,0.000358719,0.084012056,0.371,0.22,1,0.151
IL1RAP,0.000358933,0.092570957,0.113,0.028,1,0.085
PIP4K2A,0.000361114,-0.05318489,0.195,0.075,1,0.12
MZT2B,0.000362422,-0.039616058,0.654,0.445,1,0.209
SMU1,0.000364707,0.02082579,0.346,0.193,1,0.153
LYRM1,0.00036479,0.157144679,0.233,0.106,1,0.127
NENF,0.000365839,0.118481702,0.415,0.26,1,0.155
TMEM42,0.000366407,0.209439049,0.107,0.024,1,0.083
DCTN2,0.000368417,0.033577597,0.44,0.268,1,0.172
MIER1,0.000369826,0.074911723,0.358,0.209,1,0.149
WHSC1L1,0.000370143,0.058713843,0.421,0.256,1,0.165
SMIM11,0.000370578,0.133706443,0.189,0.075,1,0.114
C1orf54,0.000372716,-0.536375246,0.252,0.39,1,-0.138
SARS,0.000373871,-0.05750004,0.478,0.283,1,0.195
LSM14A,0.000373988,-0.063852439,0.447,0.26,1,0.187
KCMF1,0.000374461,-0.030972773,0.447,0.256,1,0.191
YTHDF2,0.000374605,-0.01873578,0.409,0.232,1,0.177
GSS,0.000376203,-0.015444114,0.214,0.091,1,0.123
C15orf57,0.000377099,0.046352565,0.283,0.146,1,0.137
TRAPPC2P1,0.000377483,0.202754649,0.346,0.197,1,0.149
RASSF9,0.000378497,0.005801748,0.107,0.024,1,0.083
DMXL1,0.000381366,0.180005698,0.189,0.075,1,0.114
CBY1,0.000381898,-0.001770753,0.252,0.118,1,0.134
SRP9,0.000382227,-0.037155849,0.654,0.417,1,0.237
LACTB,0.000384126,0.059144971,0.34,0.193,1,0.147
RFTN2,0.000384864,0.094824573,0.151,0.051,1,0.1
SSR2,0.000386692,0.163752111,0.692,0.421,1,0.271
CHD2,0.000386697,0.015582146,0.597,0.37,1,0.227
MTDH,0.000390958,0.002390864,0.623,0.429,1,0.194
DCAF13,0.00039235,-0.060858619,0.384,0.217,1,0.167
GPATCH2,0.000393764,0.156249591,0.208,0.094,1,0.114
ENKD1,0.000396143,0.09003604,0.157,0.055,1,0.102
RPP14,0.000396606,0.152973566,0.283,0.142,1,0.141
ARRDC3,0.000396734,0.009161085,0.553,0.346,1,0.207
TNRC6A,0.00039736,-0.008592139,0.245,0.11,1,0.135
CD320,0.000397445,-0.79836296,0.327,0.437,1,-0.11
TAPSAR1,0.000399608,0.107644483,0.145,0.047,1,0.098
PDS5A,0.000401973,0.165889001,0.277,0.138,1,0.139
EAPP,0.000402892,0.089471319,0.314,0.177,1,0.137
ATP5J,0.000403339,-0.122994869,0.761,0.516,1,0.245
CHODL,0.000403436,0.12053503,0.113,0.028,1,0.085
SP1,0.000404053,0.130147091,0.233,0.106,1,0.127
INTS10,0.000406419,0.027384756,0.302,0.157,1,0.145
SVIP,0.000406575,0.07067823,0.491,0.315,1,0.176
PCM1,0.000409234,0.073024577,0.371,0.213,1,0.158
RPS19BP1,0.000411025,-0.2051692,0.553,0.343,1,0.21
TMEM39B,0.000416371,0.073658107,0.239,0.11,1,0.129
ZNF577,0.000417643,0.047348171,0.126,0.035,1,0.091
BRI3,0.000419704,-0.042719439,0.767,0.48,1,0.287
SPINK8,0.000421653,-0.36742297,0.019,0.114,1,-0.095
DNAJC4,0.000422053,0.13187022,0.252,0.122,1,0.13
TOMM40,0.00042385,-0.013729874,0.289,0.146,1,0.143
FAM114A1,0.000423901,0.090753781,0.27,0.134,1,0.136
6-Mar,0.000426894,0.072391841,0.472,0.299,1,0.173
PDIA3,0.000426937,0.161889797,0.78,0.52,1,0.26
SF1,0.000428448,0.087495504,0.591,0.386,1,0.205
FAM204A,0.000428531,0.008871349,0.365,0.213,1,0.152
SGIP1,0.000429004,-0.145176229,0.013,0.102,1,-0.089
CPNE3,0.000429969,-0.078062886,0.39,0.228,1,0.162
TMEM237,0.000436122,0.091134,0.126,0.035,1,0.091
BAG1,0.000437659,-0.004967552,0.579,0.346,1,0.233
MRPL2,0.00043944,0.042563188,0.214,0.094,1,0.12
HLA-B,0.00044074,-0.306912915,0.943,0.799,1,0.144
ZNF524,0.00044119,0.125984988,0.226,0.106,1,0.12
SDHAF2,0.000445231,0.058950591,0.314,0.169,1,0.145
NOS3,0.000445479,-0.438708528,0.201,0.35,1,-0.149
ARL6IP4,0.00044567,-0.163303534,0.66,0.437,1,0.223
TSC22D2,0.000445977,0.0756534,0.459,0.299,1,0.16
FCHO2,0.000446058,0.112310457,0.321,0.181,1,0.14
MLLT4,0.000447724,0.077196532,0.465,0.287,1,0.178
ARFGAP1,0.000448026,0.06796553,0.176,0.067,1,0.109
STOML2,0.00044892,0.092682149,0.434,0.28,1,0.154
LYPLA1,0.000451832,-0.031298226,0.327,0.177,1,0.15
VTA1,0.000452343,-0.029718249,0.151,0.051,1,0.1
NHP2L1,0.000457308,0.095058573,0.717,0.449,1,0.268
FOXF1,0.000461602,-0.348553729,0.094,0.228,1,-0.134
CLEC14A,0.000463028,0.143516761,0.742,0.488,1,0.254
SKI,0.000464134,0.161602077,0.377,0.217,1,0.16
METTL12,0.000468668,0.174943604,0.277,0.138,1,0.139
SLC37A3,0.000469547,0.085099955,0.157,0.055,1,0.102
NDUFB2,0.000473904,0.03847328,0.648,0.429,1,0.219
MTX1,0.00047616,0.155385795,0.226,0.106,1,0.12
MTFP1,0.000479222,-0.18560938,0.025,0.122,1,-0.097
IFRD1,0.000480137,0.12159404,0.717,0.453,1,0.264
MGAT5,0.000481277,-0.256535181,0.019,0.11,1,-0.091
ARPC5,0.000482843,-0.049381466,0.516,0.327,1,0.189
WEE1,0.00048348,0.038054009,0.296,0.157,1,0.139
PLIN3,0.000484456,0.044295705,0.277,0.134,1,0.143
BMI1,0.000484638,0.080827384,0.164,0.059,1,0.105
AHI1,0.000485299,-0.015070782,0.365,0.201,1,0.164
RPA3,0.000486394,0.079404356,0.264,0.134,1,0.13
PDHA1,0.000490268,0.093366758,0.264,0.13,1,0.134
CEP63,0.000490415,-0.038319685,0.176,0.063,1,0.113
MED17,0.000491967,0.142283815,0.27,0.142,1,0.128
UBL4A,0.000492378,-0.00921081,0.119,0.031,1,0.088
NEAT1,0.00049322,0.089609292,0.887,0.539,1,0.348
KLF7,0.00049366,0.157681954,0.314,0.177,1,0.137
IMPDH2,0.000493975,0.031767377,0.465,0.287,1,0.178
GBAS,0.000497511,0.097643329,0.245,0.118,1,0.127
ZNF395,0.000501161,0.119493759,0.151,0.051,1,0.1
CCNL1,0.000502482,0.006257615,0.774,0.488,1,0.286
SF3B2,0.000502699,0.043958539,0.453,0.291,1,0.162
PIN4,0.000503141,0.135317021,0.314,0.181,1,0.133
MRPL20,0.000503969,-0.156735113,0.553,0.358,1,0.195
OGFOD1,0.000504017,0.125929746,0.201,0.087,1,0.114
BTG2,0.000506509,0.001320394,0.717,0.461,1,0.256
FGFR1,0.000508887,0.186852953,0.403,0.244,1,0.159
PLCB3,0.000509731,0.10261869,0.176,0.067,1,0.109
NF1,0.000512093,0.272043459,0.264,0.134,1,0.13
NXT1,0.00051242,-0.099916746,0.453,0.287,1,0.166
C11orf74,0.000512677,0.009011006,0.201,0.083,1,0.118
RB1CC1,0.000512695,0.045761728,0.447,0.283,1,0.164
COA4,0.000512731,0.044566996,0.346,0.205,1,0.141
EWSR1,0.000514034,0.191372622,0.516,0.335,1,0.181
CTDSP2,0.000517834,-0.115842987,0.403,0.244,1,0.159
ARF4,0.000520071,0.139458493,0.736,0.453,1,0.283
BTG3,0.000525871,-0.010043123,0.535,0.327,1,0.208
DHX15,0.000526461,0.020250594,0.384,0.224,1,0.16
SNHG15,0.000532566,0.07024046,0.333,0.185,1,0.148
CSDE1,0.000534218,-0.011079739,0.78,0.524,1,0.256
ARF1,0.000536322,0.025635946,0.761,0.488,1,0.273
PCDH9,0.000538795,-0.122002746,0.195,0.079,1,0.116
HSD17B10,0.000539859,0.080087143,0.296,0.161,1,0.135
UBA6,0.000544157,0.271471447,0.264,0.138,1,0.126
GIMAP2,0.00054711,0.037133852,0.195,0.083,1,0.112
TBCA,0.000548244,-0.136532666,0.597,0.386,1,0.211
CWC27,0.000549325,0.162628262,0.201,0.087,1,0.114
ECSIT,0.000550884,-0.118811691,0.245,0.118,1,0.127
ACTR3,0.00055125,-0.065579127,0.591,0.378,1,0.213
SEMA6A,0.000553954,0.152355483,0.314,0.169,1,0.145
MGAT4A,0.000555194,0.097632567,0.371,0.213,1,0.158
CCDC14,0.000555827,0.121108616,0.138,0.043,1,0.095
TATDN1,0.00055613,0.073983148,0.195,0.083,1,0.112
PARP4,0.000556872,0.07327147,0.195,0.079,1,0.116
STK38L,0.000557029,0.128274194,0.308,0.169,1,0.139
VPS13A,0.000557843,0.087440158,0.233,0.106,1,0.127
CXCL12,0.000559575,0.188637954,0.226,0.106,1,0.12
SMAGP,0.000559626,0.08762931,0.321,0.177,1,0.144
SOCS6,0.000560096,0.068279512,0.182,0.075,1,0.107
MAF1,0.000560254,0.212563278,0.459,0.303,1,0.156
APCDD1,0.000560558,-0.140029323,0.025,0.122,1,-0.097
FHL1,0.000563333,0.126601654,0.277,0.138,1,0.139
PPP1CC,0.000564202,0.037377089,0.472,0.299,1,0.173
CTSO,0.000568958,0.081205673,0.252,0.122,1,0.13
UFC1,0.000569798,0.049622252,0.623,0.417,1,0.206
ASMTL,0.000573778,0.242471572,0.226,0.106,1,0.12
ATP2B1,0.000576251,0.072452573,0.409,0.236,1,0.173
MRPL52,0.000578052,0.003488507,0.434,0.28,1,0.154
EIF3A,0.000579443,0.043397045,0.642,0.425,1,0.217
ATIC,0.0005803,0.097334216,0.101,0.024,1,0.077
RAB34,0.000582415,-0.271254531,0.107,0.252,1,-0.145
PABPN1,0.000582539,0.138656694,0.384,0.232,1,0.152
PODXL,0.000586785,-0.753541347,0.566,0.539,1,0.027
PSMC4,0.000587447,0.145873554,0.472,0.291,1,0.181
FYTTD1,0.000587994,0.26898124,0.327,0.193,1,0.134
RAB35,0.000589735,0.077704049,0.226,0.102,1,0.124
PPP2R2A,0.000590397,0.006082308,0.503,0.307,1,0.196
ITGAV,0.000591826,0.084417207,0.365,0.209,1,0.156
MAPK3,0.000592471,0.077252469,0.396,0.236,1,0.16
MKRN2,0.000592846,0.061612305,0.176,0.067,1,0.109
VKORC1,0.000593221,0.033270286,0.509,0.323,1,0.186
GCC1,0.000593249,0.05118713,0.201,0.083,1,0.118
DUSP14,0.000594615,0.101101981,0.396,0.24,1,0.156
C1RL,0.000598404,0.207149678,0.201,0.087,1,0.114
ARFIP2,0.000600088,-0.021923084,0.195,0.083,1,0.112
LAMTOR3,0.000605989,0.072126297,0.346,0.205,1,0.141
SLC25A33,0.000606212,0.185580669,0.358,0.213,1,0.145
IFT27,0.00060872,0.078825207,0.233,0.11,1,0.123
LPCAT4,0.000610119,-0.060109215,0.138,0.043,1,0.095
SRSF2,0.000614853,0.034756223,0.78,0.528,1,0.252
TIMM22,0.000616878,0.132465277,0.176,0.071,1,0.105
CHMP4B,0.000617953,0.158746156,0.39,0.244,1,0.146
EPS15,0.000619107,0.205116892,0.258,0.126,1,0.132
MGAT4B,0.000621247,0.063389869,0.302,0.165,1,0.137
LRRC59,0.000622089,-0.041211742,0.453,0.291,1,0.162
ANP32B,0.000629816,-0.032948628,0.547,0.358,1,0.189
LINC00312,0.000632615,0.122043416,0.107,0.028,1,0.079
FBXW9,0.000633823,0.119279671,0.101,0.024,1,0.077
5-Mar,0.000636868,-0.0197865,0.371,0.22,1,0.151
TRIAP1,0.000637084,0.018444241,0.289,0.154,1,0.135
LARP4,0.000638358,0.04962966,0.27,0.138,1,0.132
SLC6A6,0.00063871,0.037888669,0.289,0.138,1,0.151
ST6GAL1,0.000646125,0.215583929,0.189,0.079,1,0.11
CCNK,0.000646936,0.100231815,0.289,0.157,1,0.132
RELA,0.000647996,0.085654306,0.497,0.331,1,0.166
DENND4A,0.000648094,0.056135869,0.201,0.087,1,0.114
RP11-14N7.2,0.000649197,0.127994048,0.101,0.024,1,0.077
MTHFS,0.000649625,0.113310275,0.17,0.067,1,0.103
LIN7C,0.000651858,-0.098570341,0.258,0.122,1,0.136
PPRC1,0.000655249,0.099800461,0.233,0.11,1,0.123
PLEKHA3,0.000656019,0.146271246,0.333,0.193,1,0.14
KPNA4,0.00066372,0.063695566,0.616,0.394,1,0.222
LTA4H,0.000668754,0.087582259,0.252,0.13,1,0.122
SEC63,0.000670711,0.201442731,0.428,0.276,1,0.152
SORBS3,0.000673531,0.113786547,0.327,0.181,1,0.146
SAFB,0.000676408,-0.084381798,0.314,0.161,1,0.153
REV3L,0.000678085,0.0673272,0.39,0.236,1,0.154
MGLL,0.000681149,-0.669034558,0.283,0.382,1,-0.099
CHID1,0.000682923,-0.05584149,0.258,0.126,1,0.132
ZNF24,0.000685076,0.045807125,0.409,0.252,1,0.157
RBM25,0.000686351,0.094887883,0.604,0.39,1,0.214
WDR46,0.000688083,0.065621539,0.233,0.11,1,0.123
FAR2,0.000688173,0.18277886,0.107,0.028,1,0.079
TIPARP,0.000689592,0.049179553,0.352,0.209,1,0.143
PLEKHA5,0.000691524,0.086544461,0.151,0.051,1,0.1
STAT3,0.000695156,0.039131224,0.629,0.425,1,0.204
NDUFB6,0.000696865,0.004670741,0.403,0.244,1,0.159
HOMER3,0.000700597,0.151586877,0.182,0.075,1,0.107
PHF10,0.000701974,0.195664536,0.333,0.201,1,0.132
VPS26A,0.000702169,0.008099178,0.371,0.217,1,0.154
CYTH2,0.000709887,0.060452807,0.39,0.228,1,0.162
RNF6,0.000710524,0.115825291,0.226,0.106,1,0.12
RP11-663P9.1,0.000711475,-0.106542021,0.025,0.122,1,-0.097
NAP1L4,0.000713564,-0.12158501,0.371,0.22,1,0.151
OXA1L,0.000714185,0.162469231,0.321,0.177,1,0.144
NCOA3,0.000714288,0.164709235,0.333,0.197,1,0.136
TMTC1,0.000720163,0.108267403,0.314,0.181,1,0.133
ZFAND1,0.000730212,0.053042964,0.296,0.165,1,0.131
CDKN2D,0.000730284,-0.59002219,0.214,0.335,1,-0.121
OGT,0.000735067,0.185439901,0.314,0.177,1,0.137
SLC20A2,0.000735072,-0.191182034,0.05,0.161,1,-0.111
JHDM1D-AS1,0.000741387,0.143795287,0.113,0.031,1,0.082
CRELD2,0.000741421,0.043901711,0.302,0.173,1,0.129
MFAP1,0.000743387,-0.050389344,0.365,0.224,1,0.141
CDK17,0.000744459,0.009431118,0.377,0.224,1,0.153
KLHL5,0.000746958,-0.54567619,0.157,0.287,1,-0.13
CTSZ,0.000748416,-0.122313789,0.478,0.295,1,0.183
COPS3,0.00074912,-0.020505903,0.384,0.232,1,0.152
C16orf98,0.00075038,0.117189055,0.208,0.091,1,0.117
THYN1,0.000750842,-0.043034313,0.289,0.15,1,0.139
MRPL16,0.000751068,0.203762396,0.233,0.11,1,0.123
TP53,0.000752244,0.145479862,0.176,0.071,1,0.105
DCAF8,0.000755307,0.084505885,0.252,0.122,1,0.13
L3HYPDH,0.000757181,0.09622153,0.119,0.035,1,0.084
ANGPTL4,0.000757999,-0.484967464,0.17,0.303,1,-0.133
HAX1,0.000763908,0.098201174,0.44,0.283,1,0.157
CYP2U1,0.000764587,0.117017888,0.145,0.051,1,0.094
RNPS1,0.000765468,0.173042925,0.465,0.311,1,0.154
NDUFB10,0.000766698,-0.036513672,0.585,0.382,1,0.203
GADD45GIP1,0.000770576,-0.076968692,0.522,0.331,1,0.191
CYB5B,0.000771721,-0.086942483,0.396,0.236,1,0.16
C5orf45,0.000773497,0.125690672,0.189,0.083,1,0.106
C4orf32,0.000779499,0.241257379,0.453,0.303,1,0.15
APOPT1,0.000783555,0.042837782,0.302,0.161,1,0.141
ATF2,0.000784783,0.128554563,0.321,0.185,1,0.136
GTF2F2,0.000786856,0.091839112,0.182,0.075,1,0.107
HSPA9,0.000787171,0.085835312,0.566,0.354,1,0.212
PITRM1,0.000788823,0.206972038,0.195,0.087,1,0.108
CHAC1,0.000789703,0.15184114,0.151,0.055,1,0.096
UHRF2,0.000793254,0.108377129,0.195,0.083,1,0.112
ANKRD12,0.000794734,0.051023443,0.711,0.445,1,0.266
HSP90AA1,0.000796775,-0.273141465,0.981,0.886,1,0.095
RPP30,0.000796944,0.313843133,0.245,0.126,1,0.119
PSMB1,0.000802523,-0.12502934,0.755,0.476,1,0.279
